hotel,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,total_nights,total_guests,arrival_date_num,stay_type,is_canceled
Resort Hotel,12,September,1,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,208.0,0.0,0,Transient-Party,64.0,0,0,2,1.0,9,Short Stay,1
Resort Hotel,92,February,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,134.0,0.0,0,Transient,79.0,0,0,3,2.0,2,Short Stay,1
Resort Hotel,225,June,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,40.0,0.0,0,Contract,86.7,0,0,7,2.0,6,Medium Stay,0
Resort Hotel,1,November,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,43.0,0,1,1,1.0,11,Short Stay,0
City Hotel,6,August,2,1,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,0,No Deposit,9.0,0.0,0,Transient,228.0,0,3,3,4.0,8,Short Stay,0
Resort Hotel,150,September,2,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,148.6,1,2,5,2.0,9,Medium Stay,0
City Hotel,254,June,1,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient-Party,108.0,1,1,3,2.0,6,Short Stay,0
City Hotel,64,October,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,132.3,0,1,3,2.0,10,Short Stay,0
Resort Hotel,17,April,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient-Party,152.0,0,2,3,2.0,4,Short Stay,0
City Hotel,8,August,2,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Contract,105.67,0,2,6,2.0,8,Medium Stay,0
Resort Hotel,111,October,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,110.0,0,1,1,2.0,10,Short Stay,1
City Hotel,48,February,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient-Party,65.0,0,1,2,1.0,2,Short Stay,0
Resort Hotel,113,August,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,241.0,0,0,2,2.0,8,Short Stay,1
City Hotel,144,August,1,3,2,1.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,7.0,0.0,0,Transient,167.76,0,1,4,3.0,8,Medium Stay,0
City Hotel,133,July,0,1,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,189.0,0,0,1,3.0,7,Short Stay,1
City Hotel,130,August,2,5,2,2.0,0,HB,FRA,Direct,Direct,0,0,0,G,0,No Deposit,14.0,0.0,0,Transient,300.0,0,1,7,4.0,8,Medium Stay,0
City Hotel,11,November,3,7,1,0.0,0,BB,AGO,Direct,Direct,0,0,0,E,0,No Deposit,0.0,0.0,0,Transient,113.0,0,1,10,1.0,11,Long Stay,0
City Hotel,180,July,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,89.1,0,0,3,2.0,7,Short Stay,1
City Hotel,19,October,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,0,No Deposit,82.0,0.0,0,Transient-Party,80.0,0,0,3,1.0,10,Short Stay,1
City Hotel,365,October,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1.0,0.0,0,Transient,62.8,0,0,2,2.0,10,Short Stay,1
City Hotel,75,November,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,1,No Deposit,14.0,0.0,0,Transient,79.2,0,0,2,2.0,11,Short Stay,1
Resort Hotel,80,August,2,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient,133.0,0,1,5,2.0,8,Medium Stay,1
City Hotel,44,February,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,44.0,0.0,3,Transient,75.0,0,0,3,2.0,2,Short Stay,1
City Hotel,26,November,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0.0,350.0,0,Transient-Party,77.0,0,0,3,1.0,11,Short Stay,1
Resort Hotel,0,December,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,1,2.0,12,Short Stay,0
City Hotel,208,December,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,1,No Deposit,9.0,0.0,0,Transient,72.25,0,1,3,2.0,12,Short Stay,1
City Hotel,8,October,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Contract,94.24,0,0,4,2.0,10,Medium Stay,0
Resort Hotel,1,September,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,2,No Deposit,0.0,0.0,0,Transient,146.0,1,1,3,2.0,9,Short Stay,0
Resort Hotel,0,March,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0.0,47.0,0,Transient,30.0,0,0,1,1.0,3,Short Stay,0
City Hotel,3,March,0,1,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient-Party,90.0,0,1,1,1.0,3,Short Stay,0
City Hotel,198,July,2,6,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,0,No Deposit,9.0,0.0,0,Transient,188.1,0,1,8,4.0,7,Long Stay,0
City Hotel,8,July,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,89.0,0.0,0,Transient,99.2,0,0,2,1.0,7,Short Stay,0
City Hotel,322,May,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,31.0,0.0,120,Transient,80.0,0,0,4,2.0,5,Medium Stay,1
City Hotel,145,May,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,112.0,0,0,3,2.0,5,Short Stay,0
City Hotel,93,May,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,D,0,No Deposit,14.0,0.0,0,Transient,148.5,0,1,1,2.0,5,Short Stay,0
Resort Hotel,56,April,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,156.0,0.0,0,Transient-Party,39.1,0,0,4,2.0,4,Medium Stay,0
Resort Hotel,5,December,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient-Party,39.0,0,2,1,1.0,12,Short Stay,0
City Hotel,211,May,2,4,2,0.0,0,HB,DNK,Online TA,TA/TO,0,0,0,A,1,No Deposit,9.0,0.0,0,Transient,136.5,0,1,6,2.0,5,Medium Stay,1
Resort Hotel,239,September,1,1,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,248.0,0.0,0,Transient-Party,80.0,0,0,2,2.0,9,Short Stay,0
Resort Hotel,0,July,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient,0.0,0,0,1,2.0,7,Short Stay,1
Resort Hotel,0,December,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,0,No Deposit,253.0,0.0,0,Transient-Party,51.8,0,1,2,2.0,12,Short Stay,0
City Hotel,93,October,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,8.0,0.0,0,Transient,89.25,0,1,4,2.0,10,Medium Stay,0
City Hotel,313,December,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient-Party,91.8,0,1,3,2.0,12,Short Stay,0
City Hotel,40,July,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,39.0,0.0,0,Transient-Party,125.0,0,1,1,2.0,7,Short Stay,0
City Hotel,9,August,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,165.0,1,3,2,2.0,8,Short Stay,0
Resort Hotel,159,June,0,1,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,251.0,0.0,0,Transient-Party,80.0,0,1,1,2.0,6,Short Stay,0
City Hotel,68,February,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,27.0,0.0,0,Transient,43.43,0,0,7,2.0,2,Medium Stay,0
Resort Hotel,103,June,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,150.0,0,0,3,2.0,6,Short Stay,1
City Hotel,157,July,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,14.0,0.0,0,Transient,86.63,0,0,2,2.0,7,Short Stay,1
City Hotel,219,June,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,20.0,0.0,0,Transient,105.0,0,0,3,2.0,6,Short Stay,1
Resort Hotel,180,September,4,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40.0,0.0,0,Contract,71.55,0,0,10,2.0,9,Long Stay,0
Resort Hotel,33,July,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,184.0,0,1,3,2.0,7,Short Stay,0
Resort Hotel,71,May,2,5,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,116.43,0,0,7,1.0,5,Medium Stay,1
Resort Hotel,168,June,2,5,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,1,No Deposit,40.0,0.0,0,Contract,86.92,0,2,7,3.0,6,Medium Stay,0
City Hotel,110,December,0,4,2,2.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,G,1,No Deposit,56.0,0.0,69,Transient-Party,113.5,0,0,4,4.0,12,Medium Stay,1
City Hotel,59,December,1,2,2,0.0,0,SC,GBR,Direct,Direct,0,0,0,A,0,No Deposit,14.0,0.0,0,Group,73.73,0,0,3,2.0,12,Short Stay,0
City Hotel,215,November,1,1,1,0.0,0,BB,ESP,Groups,Corporate,0,0,0,A,1,No Deposit,0.0,233.0,0,Transient,75.0,0,0,2,1.0,11,Short Stay,0
Resort Hotel,186,July,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,1,No Deposit,240.0,0.0,0,Transient,167.14,0,1,7,2.0,7,Medium Stay,1
City Hotel,83,May,1,2,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,171.0,0,0,3,3.0,5,Short Stay,1
City Hotel,81,January,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,0,No Deposit,7.0,0.0,0,Transient-Party,66.37,0,2,3,2.0,1,Short Stay,0
City Hotel,0,October,0,1,1,0.0,0,BB,CZE,Corporate,Corporate,0,0,0,A,0,No Deposit,0.0,81.0,0,Transient,123.0,0,0,1,1.0,10,Short Stay,0
City Hotel,59,April,1,0,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,108.0,0,0,1,2.0,4,Short Stay,0
City Hotel,84,December,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,79.2,0,0,1,2.0,12,Short Stay,1
Resort Hotel,105,January,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient,29.0,0,0,3,2.0,1,Short Stay,0
City Hotel,137,August,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,103.09,0,0,7,2.0,8,Medium Stay,1
City Hotel,43,March,2,2,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,1,No Deposit,9.0,0.0,0,Transient,148.13,0,1,4,2.0,3,Medium Stay,1
Resort Hotel,96,January,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,314.0,0.0,0,Transient,40.32,0,0,5,2.0,1,Medium Stay,0
Resort Hotel,0,April,2,5,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,0,No Deposit,0.0,0.0,0,Transient,99.29,0,0,7,1.0,4,Medium Stay,0
City Hotel,132,January,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,88.4,0,1,4,2.0,1,Medium Stay,1
Resort Hotel,7,March,1,3,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,1,No Deposit,0.0,223.0,0,Transient-Party,29.0,0,0,4,1.0,3,Medium Stay,0
Resort Hotel,21,October,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,243.0,0.0,0,Transient,55.43,0,0,7,2.0,10,Medium Stay,0
City Hotel,0,March,2,0,1,0.0,0,SC,PRT,Online TA,GDS,0,0,0,A,0,No Deposit,195.0,0.0,0,Transient,78.0,0,0,2,1.0,3,Short Stay,0
Resort Hotel,29,April,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,26.0,0.0,0,Transient,51.59,0,0,7,2.0,4,Medium Stay,0
Resort Hotel,140,March,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,42.0,0,2,4,2.0,3,Medium Stay,0
City Hotel,268,April,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,21.0,0.0,224,Transient-Party,78.0,0,0,5,2.0,4,Medium Stay,0
City Hotel,32,May,1,1,1,0.0,0,BB,AUT,Groups,Corporate,0,0,0,A,2,No Deposit,459.0,0.0,0,Transient-Party,130.0,0,0,2,1.0,5,Short Stay,0
City Hotel,100,April,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,58.0,0.0,0,Transient,105.0,0,0,4,2.0,4,Medium Stay,1
City Hotel,56,July,0,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,8.0,0.0,0,Transient,125.1,0,1,1,2.0,7,Short Stay,0
City Hotel,69,July,0,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,117.0,0,0,2,2.0,7,Short Stay,1
Resort Hotel,98,June,2,5,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,0,No Deposit,250.0,0.0,0,Transient,138.47,0,0,7,2.0,6,Medium Stay,1
City Hotel,51,March,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,90.9,1,1,3,2.0,3,Short Stay,0
Resort Hotel,13,May,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,241.0,0.0,0,Transient,68.4,0,1,7,2.0,5,Medium Stay,0
City Hotel,20,July,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,7,No Deposit,1.0,0.0,0,Transient,62.0,0,0,2,2.0,7,Short Stay,0
City Hotel,76,April,1,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,164.25,0,0,4,3.0,4,Medium Stay,0
City Hotel,180,August,0,2,1,1.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,8.0,0.0,0,Transient,121.0,0,0,2,2.0,8,Short Stay,1
City Hotel,66,February,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,0,Transient,58.0,0,1,2,2.0,2,Short Stay,0
Resort Hotel,74,April,1,5,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,73.0,0,1,6,2.0,4,Medium Stay,0
City Hotel,78,March,2,5,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,7.0,0.0,0,Transient,86.32,0,1,7,3.0,3,Medium Stay,0
City Hotel,135,November,1,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,90.0,0,0,5,2.0,11,Medium Stay,1
City Hotel,36,June,0,2,2,1.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,0,No Deposit,83.0,0.0,0,Transient,114.8,0,2,2,3.0,6,Short Stay,0
City Hotel,34,December,2,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Contract,102.3,0,1,3,2.0,12,Short Stay,0
City Hotel,57,June,0,5,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,0,No Deposit,14.0,0.0,0,Transient,108.0,0,0,5,2.0,6,Medium Stay,0
City Hotel,175,May,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,44.0,0.0,0,Transient,90.0,0,0,1,1.0,5,Short Stay,1
City Hotel,74,April,0,3,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,112.5,0,1,3,3.0,4,Short Stay,1
City Hotel,175,July,2,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,1,No Deposit,9.0,0.0,0,Transient-Party,123.25,0,1,4,2.0,7,Medium Stay,0
Resort Hotel,2,March,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,82.0,1,1,2,2.0,3,Short Stay,0
City Hotel,8,January,0,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,79.5,0,2,1,1.0,1,Short Stay,1
City Hotel,137,May,2,5,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,123.43,0,0,7,2.0,5,Medium Stay,0
Resort Hotel,168,June,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,1,No Deposit,40.0,0.0,0,Contract,64.9,0,2,7,2.0,6,Medium Stay,0
City Hotel,317,September,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,19.0,0.0,0,Transient,120.0,0,0,2,2.0,9,Short Stay,1
City Hotel,56,September,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,44.0,0.0,0,Transient-Party,185.0,0,0,4,2.0,9,Medium Stay,0
City Hotel,102,June,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,85.0,0.0,0,Transient,89.1,0,1,5,2.0,6,Medium Stay,0
Resort Hotel,124,May,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40.0,0.0,0,Contract,52.85,0,0,7,2.0,5,Medium Stay,0
City Hotel,252,November,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,67.5,0,0,2,2.0,11,Short Stay,1
City Hotel,166,November,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,236.0,0.0,0,Transient,110.0,0,0,3,1.0,11,Short Stay,1
Resort Hotel,29,November,0,1,1,0.0,0,BB,FRA,Groups,Corporate,0,0,0,D,0,No Deposit,0.0,0.0,0,Transient-Party,48.0,0,0,1,1.0,11,Short Stay,0
City Hotel,6,February,1,2,1,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,121.33,0,0,3,1.0,2,Short Stay,0
City Hotel,75,November,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,1,No Deposit,14.0,0.0,0,Transient,79.2,0,0,2,2.0,11,Short Stay,1
City Hotel,372,July,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,2,2.0,7,Short Stay,1
Resort Hotel,0,November,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,250.0,0.0,0,Transient,70.0,0,0,1,2.0,11,Short Stay,1
City Hotel,13,December,1,1,1,0.0,0,SC,DEU,Online TA,GDS,0,0,0,A,0,No Deposit,195.0,0.0,0,Transient,78.0,0,0,2,1.0,12,Short Stay,0
City Hotel,37,June,0,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,0,No Deposit,9.0,0.0,0,Transient,236.67,0,1,3,4.0,6,Short Stay,1
City Hotel,48,July,0,1,1,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,170.0,0,1,1,1.0,7,Short Stay,1
City Hotel,36,October,1,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,148.5,1,2,2,2.0,10,Short Stay,0
City Hotel,39,August,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,1,2,2.0,8,Short Stay,0
City Hotel,64,April,2,4,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,0,No Deposit,0.0,418.0,0,Transient-Party,110.0,0,0,6,2.0,4,Medium Stay,0
City Hotel,167,August,0,3,2,1.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,133.65,0,1,3,3.0,8,Short Stay,0
Resort Hotel,272,July,2,5,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2.0,0.0,0,Contract,55.65,0,3,7,1.0,7,Medium Stay,0
City Hotel,164,October,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,19.0,0.0,0,Transient-Party,100.0,0,0,2,1.0,10,Short Stay,0
Resort Hotel,80,April,0,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,0,No Deposit,240.0,0.0,0,Transient,145.0,0,0,3,4.0,4,Short Stay,1
City Hotel,131,April,2,1,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,81.3,0,0,3,1.0,4,Short Stay,0
Resort Hotel,327,September,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40.0,0.0,0,Contract,62.48,0,1,14,2.0,9,Long Stay,0
City Hotel,223,June,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,133.0,0.0,40,Transient,135.0,0,0,2,2.0,6,Short Stay,1
City Hotel,96,April,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,1,No Deposit,9.0,0.0,0,Transient-Party,87.55,0,1,5,2.0,4,Medium Stay,0
Resort Hotel,2,January,0,1,1,0.0,0,BB,Unkown,Corporate,Corporate,0,0,2,A,0,No Deposit,0.0,135.0,0,Transient,35.0,1,0,1,1.0,1,Short Stay,0
City Hotel,209,April,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,130.5,0,2,3,2.0,4,Short Stay,1
City Hotel,4,September,2,0,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,0,Transient,118.58,0,1,2,1.0,9,Short Stay,0
City Hotel,86,September,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,12.0,0.0,0,Transient-Party,105.0,0,0,2,2.0,9,Short Stay,0
City Hotel,43,September,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,86.0,0.0,0,Transient-Party,130.0,0,0,2,2.0,9,Short Stay,1
City Hotel,3,January,1,1,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,2,No Deposit,14.0,0.0,0,Transient,98.0,0,0,2,1.0,1,Short Stay,0
City Hotel,0,October,1,1,1,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,0,No Deposit,7.0,0.0,0,Transient-Party,113.0,0,1,2,1.0,10,Short Stay,0
City Hotel,143,July,1,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,137.7,0,1,3,3.0,7,Short Stay,1
City Hotel,19,September,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,1,No Deposit,9.0,0.0,0,Transient,139.0,0,1,3,2.0,9,Short Stay,0
Resort Hotel,1,September,0,1,1,0.0,0,BB,PRT,Online TA,Direct,0,0,5,A,0,No Deposit,314.0,0.0,0,Transient,90.8,1,0,1,1.0,9,Short Stay,0
City Hotel,129,June,2,2,2,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,99.0,0,0,4,2.0,6,Medium Stay,0
City Hotel,56,May,0,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,85.0,0.0,0,Transient,89.1,0,0,1,2.0,5,Short Stay,0
Resort Hotel,253,May,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,243.0,0.0,0,Contract,50.85,0,0,7,2.0,5,Medium Stay,1
City Hotel,283,May,1,1,2,0.0,0,HB,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,126.9,0,2,2,2.0,5,Short Stay,1
City Hotel,0,May,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,0,No Deposit,6.0,0.0,0,Transient,0.0,0,0,0,2.0,5,Short Stay,0
City Hotel,77,February,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,64.0,0,0,2,2.0,2,Short Stay,1
City Hotel,93,April,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,0,Transient,85.0,0,0,5,2.0,4,Medium Stay,0
City Hotel,28,March,2,2,3,0.0,0,BB,AZE,Online TA,TA/TO,0,0,0,A,2,No Deposit,9.0,0.0,0,Transient,91.8,0,0,4,3.0,3,Medium Stay,0
Resort Hotel,20,April,2,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,0,No Deposit,240.0,0.0,0,Transient,126.33,0,1,3,4.0,4,Short Stay,0
City Hotel,140,May,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,0,No Deposit,9.0,0.0,0,Transient,162.0,0,1,2,2.0,5,Short Stay,1
